time[s], wr_x[mm], wr_y[mm], x_heading, y_heading 
0.0001,-1249.3079,13.5281,203.2184,-12.0276
2.0230,-1249.3116,13.5416,203.1949,-12.0116
2.1817,-1249.3016,13.5316,203.1842,-12.0353
2.4251,-1249.3275,13.5371,203.2538,-12.0286
2.5594,-1249.2957,13.5529,203.2134,-12.0485
2.6692,-1249.2914,13.5364,203.1520,-12.0060
2.7404,-1249.2835,13.5443,203.1737,-12.0009
2.7840,-1249.2934,13.5655,203.1774,-12.0250
2.8872,-1249.2659,13.5464,203.1681,-12.0221
2.9885,-1249.2806,13.5409,203.1853,-12.0183
3.0872,-1249.2618,13.5305,203.2068,-12.0502
3.1883,-1249.2726,13.5485,203.1849,-12.0380
3.2865,-1249.3074,13.5457,203.1783,-12.0177
3.3874,-1249.2888,13.5318,203.2157,-12.0455
3.4865,-1249.2703,13.5433,203.1621,-12.0145
3.5872,-1249.2916,13.5434,203.2100,-12.0224
3.6884,-1249.2835,13.5631,203.2216,-12.0391
3.7897,-1249.3185,13.5453,203.2860,-12.0434
3.8881,-1249.3029,13.5446,203.2079,-12.0381
3.9881,-1249.1939,13.4808,203.0157,-11.9342
4.0891,NaN,NaN,NaN,NaN
4.1549,NaN,NaN,NaN,NaN
4.2540,NaN,NaN,NaN,NaN
4.3542,NaN,NaN,NaN,NaN
4.4549,NaN,NaN,NaN,NaN
